NAMEID,Birth,Variable,COU,Country,Year,Value
BIH,Bosnia and Herzegovina,Outflows of foreign population by nationality,SVN,Slovenia,2012,442
BWA,Botswana,Outflows of foreign population by nationality,AUS,Australia,2012,7
BWA,Botswana,Outflows of foreign population by nationality,AUT,Austria,2012,1
BWA,Botswana,Outflows of foreign population by nationality,DNK,Denmark,2012,2
BWA,Botswana,Outflows of foreign population by nationality,FIN,Finland,2012,0
BWA,Botswana,Outflows of foreign population by nationality,DEU,Germany,2012,18
BWA,Botswana,Outflows of foreign population by nationality,HUN,Hungary,2012,1
BWA,Botswana,Outflows of foreign population by nationality,JPN,Japan,2012,62
BWA,Botswana,Outflows of foreign population by nationality,KOR,Korea,2012,4
BWA,Botswana,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
BWA,Botswana,Outflows of foreign population by nationality,NLD,Netherlands,2012,2
BWA,Botswana,Outflows of foreign population by nationality,NZL,New Zealand,2012,6
BWA,Botswana,Outflows of foreign population by nationality,NOR,Norway,2012,5
BWA,Botswana,Outflows of foreign population by nationality,ESP,Spain,2012,1
BWA,Botswana,Outflows of foreign population by nationality,SWE,Sweden,2012,0
BWA,Botswana,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
BRA,Brazil,Outflows of foreign population by nationality,AUS,Australia,2012,156
BRA,Brazil,Outflows of foreign population by nationality,AUT,Austria,2012,312
BRA,Brazil,Outflows of foreign population by nationality,BEL,Belgium,2012,639
BRA,Brazil,Outflows of foreign population by nationality,DNK,Denmark,2012,254
BRA,Brazil,Outflows of foreign population by nationality,FIN,Finland,2012,56
BRA,Brazil,Outflows of foreign population by nationality,DEU,Germany,2012,5194
BRA,Brazil,Outflows of foreign population by nationality,HUN,Hungary,2012,19
BRA,Brazil,Outflows of foreign population by nationality,ISL,Iceland,2012,6
BRA,Brazil,Outflows of foreign population by nationality,ITA,Italy,2012,753
BRA,Brazil,Outflows of foreign population by nationality,JPN,Japan,2012,3852
BRA,Brazil,Outflows of foreign population by nationality,KOR,Korea,2012,502
BRA,Brazil,Outflows of foreign population by nationality,LUX,Luxembourg,2012,76
BRA,Brazil,Outflows of foreign population by nationality,NLD,Netherlands,2012,664
BRA,Brazil,Outflows of foreign population by nationality,NZL,New Zealand,2012,312
BRA,Brazil,Outflows of foreign population by nationality,NOR,Norway,2012,146
BRA,Brazil,Outflows of foreign population by nationality,ESP,Spain,2012,13361
BRA,Brazil,Outflows of foreign population by nationality,SWE,Sweden,2012,145
BRA,Brazil,Outflows of foreign population by nationality,CHE,Switzerland,2012,945
BRA,Brazil,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
BRA,Brazil,Outflows of foreign population by nationality,SVN,Slovenia,2012,4
BRN,Brunei Darussalam,Outflows of foreign population by nationality,AUS,Australia,2012,19
BRN,Brunei Darussalam,Outflows of foreign population by nationality,AUT,Austria,2012,0
BRN,Brunei Darussalam,Outflows of foreign population by nationality,FIN,Finland,2012,0
BRN,Brunei Darussalam,Outflows of foreign population by nationality,DEU,Germany,2012,7
BRN,Brunei Darussalam,Outflows of foreign population by nationality,HUN,Hungary,2012,0
BRN,Brunei Darussalam,Outflows of foreign population by nationality,ITA,Italy,2012,0
BRN,Brunei Darussalam,Outflows of foreign population by nationality,JPN,Japan,2012,26
BRN,Brunei Darussalam,Outflows of foreign population by nationality,KOR,Korea,2012,44
BRN,Brunei Darussalam,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
BRN,Brunei Darussalam,Outflows of foreign population by nationality,NLD,Netherlands,2012,12
BRN,Brunei Darussalam,Outflows of foreign population by nationality,NZL,New Zealand,2012,10
BRN,Brunei Darussalam,Outflows of foreign population by nationality,NOR,Norway,2012,3
BRN,Brunei Darussalam,Outflows of foreign population by nationality,ESP,Spain,2012,0
BRN,Brunei Darussalam,Outflows of foreign population by nationality,SWE,Sweden,2012,2
BRN,Brunei Darussalam,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
BGR,Bulgaria,Outflows of foreign population by nationality,AUS,Australia,2012,53
BGR,Bulgaria,Outflows of foreign population by nationality,AUT,Austria,2012,2137
BGR,Bulgaria,Outflows of foreign population by nationality,BEL,Belgium,2012,1607
BGR,Bulgaria,Outflows of foreign population by nationality,CZE,Czech Republic,2012,30
BGR,Bulgaria,Outflows of foreign population by nationality,DNK,Denmark,2012,329
BGR,Bulgaria,Outflows of foreign population by nationality,FIN,Finland,2012,16
BGR,Bulgaria,Outflows of foreign population by nationality,DEU,Germany,2012,34276
BGR,Bulgaria,Outflows of foreign population by nationality,HUN,Hungary,2012,77
BGR,Bulgaria,Outflows of foreign population by nationality,ISL,Iceland,2012,1
BGR,Bulgaria,Outflows of foreign population by nationality,ITA,Italy,2012,539
BGR,Bulgaria,Outflows of foreign population by nationality,JPN,Japan,2012,328
BGR,Bulgaria,Outflows of foreign population by nationality,KOR,Korea,2012,37
BGR,Bulgaria,Outflows of foreign population by nationality,LUX,Luxembourg,2012,52
BGR,Bulgaria,Outflows of foreign population by nationality,NLD,Netherlands,2012,4290
BGR,Bulgaria,Outflows of foreign population by nationality,NZL,New Zealand,2012,3
BGR,Bulgaria,Outflows of foreign population by nationality,NOR,Norway,2012,197
BGR,Bulgaria,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,6
BGR,Bulgaria,Outflows of foreign population by nationality,ESP,Spain,2012,7679
BGR,Bulgaria,Outflows of foreign population by nationality,SWE,Sweden,2012,231
BGR,Bulgaria,Outflows of foreign population by nationality,CHE,Switzerland,2012,183
BGR,Bulgaria,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
BGR,Bulgaria,Outflows of foreign population by nationality,SVN,Slovenia,2012,224
BFA,Burkina Faso,Outflows of foreign population by nationality,AUS,Australia,2012,0
BFA,Burkina Faso,Outflows of foreign population by nationality,AUT,Austria,2012,6
BFA,Burkina Faso,Outflows of foreign population by nationality,DNK,Denmark,2012,0
BFA,Burkina Faso,Outflows of foreign population by nationality,FIN,Finland,2012,0
BFA,Burkina Faso,Outflows of foreign population by nationality,DEU,Germany,2012,133
BFA,Burkina Faso,Outflows of foreign population by nationality,HUN,Hungary,2012,0
BFA,Burkina Faso,Outflows of foreign population by nationality,ISL,Iceland,2012,0
BFA,Burkina Faso,Outflows of foreign population by nationality,ITA,Italy,2012,64
BFA,Burkina Faso,Outflows of foreign population by nationality,JPN,Japan,2012,105
BFA,Burkina Faso,Outflows of foreign population by nationality,KOR,Korea,2012,11
BFA,Burkina Faso,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
BFA,Burkina Faso,Outflows of foreign population by nationality,NLD,Netherlands,2012,5
BFA,Burkina Faso,Outflows of foreign population by nationality,NOR,Norway,2012,2
BFA,Burkina Faso,Outflows of foreign population by nationality,ESP,Spain,2012,90
BFA,Burkina Faso,Outflows of foreign population by nationality,SWE,Sweden,2012,2
BFA,Burkina Faso,Outflows of foreign population by nationality,CHE,Switzerland,2012,13
BDI,Burundi,Outflows of foreign population by nationality,AUT,Austria,2012,1
BDI,Burundi,Outflows of foreign population by nationality,BEL,Belgium,2012,92
BDI,Burundi,Outflows of foreign population by nationality,DNK,Denmark,2012,3
BDI,Burundi,Outflows of foreign population by nationality,FIN,Finland,2012,0
BDI,Burundi,Outflows of foreign population by nationality,DEU,Germany,2012,17
BDI,Burundi,Outflows of foreign population by nationality,HUN,Hungary,2012,0
BDI,Burundi,Outflows of foreign population by nationality,ITA,Italy,2012,11
BDI,Burundi,Outflows of foreign population by nationality,JPN,Japan,2012,59
BDI,Burundi,Outflows of foreign population by nationality,KOR,Korea,2012,9
BDI,Burundi,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
BDI,Burundi,Outflows of foreign population by nationality,NLD,Netherlands,2012,16
BDI,Burundi,Outflows of foreign population by nationality,NOR,Norway,2012,12
BDI,Burundi,Outflows of foreign population by nationality,ESP,Spain,2012,10
BDI,Burundi,Outflows of foreign population by nationality,SWE,Sweden,2012,4
BDI,Burundi,Outflows of foreign population by nationality,CHE,Switzerland,2012,7
KHM,Cambodia,Outflows of foreign population by nationality,AUS,Australia,2012,85
KHM,Cambodia,Outflows of foreign population by nationality,AUT,Austria,2012,6
KHM,Cambodia,Outflows of foreign population by nationality,DNK,Denmark,2012,1
KHM,Cambodia,Outflows of foreign population by nationality,FIN,Finland,2012,1
KHM,Cambodia,Outflows of foreign population by nationality,DEU,Germany,2012,40
KHM,Cambodia,Outflows of foreign population by nationality,HUN,Hungary,2012,0
KHM,Cambodia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
KHM,Cambodia,Outflows of foreign population by nationality,ITA,Italy,2012,1
KHM,Cambodia,Outflows of foreign population by nationality,JPN,Japan,2012,947
KHM,Cambodia,Outflows of foreign population by nationality,KOR,Korea,2012,1960
KHM,Cambodia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,2
KHM,Cambodia,Outflows of foreign population by nationality,NLD,Netherlands,2012,1
KHM,Cambodia,Outflows of foreign population by nationality,NZL,New Zealand,2012,22
KHM,Cambodia,Outflows of foreign population by nationality,NOR,Norway,2012,8
KHM,Cambodia,Outflows of foreign population by nationality,ESP,Spain,2012,2
KHM,Cambodia,Outflows of foreign population by nationality,SWE,Sweden,2012,6
KHM,Cambodia,Outflows of foreign population by nationality,CHE,Switzerland,2012,9
CMR,Cameroon,Outflows of foreign population by nationality,AUS,Australia,2012,0
CMR,Cameroon,Outflows of foreign population by nationality,AUT,Austria,2012,36
CMR,Cameroon,Outflows of foreign population by nationality,BEL,Belgium,2012,309
CMR,Cameroon,Outflows of foreign population by nationality,DNK,Denmark,2012,49
CMR,Cameroon,Outflows of foreign population by nationality,FIN,Finland,2012,8
CMR,Cameroon,Outflows of foreign population by nationality,DEU,Germany,2012,807
CMR,Cameroon,Outflows of foreign population by nationality,HUN,Hungary,2012,9
CMR,Cameroon,Outflows of foreign population by nationality,ISL,Iceland,2012,1
CMR,Cameroon,Outflows of foreign population by nationality,ITA,Italy,2012,58
CMR,Cameroon,Outflows of foreign population by nationality,JPN,Japan,2012,125
CMR,Cameroon,Outflows of foreign population by nationality,KOR,Korea,2012,70
CMR,Cameroon,Outflows of foreign population by nationality,LUX,Luxembourg,2012,23
CMR,Cameroon,Outflows of foreign population by nationality,NLD,Netherlands,2012,73
CMR,Cameroon,Outflows of foreign population by nationality,NOR,Norway,2012,29
CMR,Cameroon,Outflows of foreign population by nationality,ESP,Spain,2012,650
CMR,Cameroon,Outflows of foreign population by nationality,SWE,Sweden,2012,116
CMR,Cameroon,Outflows of foreign population by nationality,CHE,Switzerland,2012,54
CAN,Canada,Outflows of foreign population by nationality,AUS,Australia,2012,440
CAN,Canada,Outflows of foreign population by nationality,AUT,Austria,2012,343
CAN,Canada,Outflows of foreign population by nationality,BEL,Belgium,2012,648
CAN,Canada,Outflows of foreign population by nationality,CZE,Czech Republic,2012,30
CAN,Canada,Outflows of foreign population by nationality,DNK,Denmark,2012,359
CAN,Canada,Outflows of foreign population by nationality,FIN,Finland,2012,21
CAN,Canada,Outflows of foreign population by nationality,DEU,Germany,2012,2376
CAN,Canada,Outflows of foreign population by nationality,HUN,Hungary,2012,26
CAN,Canada,Outflows of foreign population by nationality,ISL,Iceland,2012,28
CAN,Canada,Outflows of foreign population by nationality,ITA,Italy,2012,87
CAN,Canada,Outflows of foreign population by nationality,JPN,Japan,2012,2035
CAN,Canada,Outflows of foreign population by nationality,KOR,Korea,2012,5332
CAN,Canada,Outflows of foreign population by nationality,LUX,Luxembourg,2012,54
CAN,Canada,Outflows of foreign population by nationality,NLD,Netherlands,2012,731
CAN,Canada,Outflows of foreign population by nationality,NZL,New Zealand,2012,600
CAN,Canada,Outflows of foreign population by nationality,NOR,Norway,2012,185
CAN,Canada,Outflows of foreign population by nationality,ESP,Spain,2012,456
CAN,Canada,Outflows of foreign population by nationality,SWE,Sweden,2012,238
CAN,Canada,Outflows of foreign population by nationality,CHE,Switzerland,2012,767
CAN,Canada,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
CAN,Canada,Outflows of foreign population by nationality,SVN,Slovenia,2012,2
CPV,Cape Verde,Outflows of foreign population by nationality,AUS,Australia,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,AUT,Austria,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,DNK,Denmark,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,FIN,Finland,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,DEU,Germany,2012,26
CPV,Cape Verde,Outflows of foreign population by nationality,HUN,Hungary,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,ISL,Iceland,2012,1
CPV,Cape Verde,Outflows of foreign population by nationality,ITA,Italy,2012,14
CPV,Cape Verde,Outflows of foreign population by nationality,JPN,Japan,2012,16
CPV,Cape Verde,Outflows of foreign population by nationality,KOR,Korea,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,LUX,Luxembourg,2012,36
CPV,Cape Verde,Outflows of foreign population by nationality,NLD,Netherlands,2012,25
CPV,Cape Verde,Outflows of foreign population by nationality,NOR,Norway,2012,2
CPV,Cape Verde,Outflows of foreign population by nationality,ESP,Spain,2012,161
CPV,Cape Verde,Outflows of foreign population by nationality,SWE,Sweden,2012,0
CPV,Cape Verde,Outflows of foreign population by nationality,CHE,Switzerland,2012,9
CAF,Central African Republic,Outflows of foreign population by nationality,AUS,Australia,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,AUT,Austria,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,DNK,Denmark,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,FIN,Finland,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,DEU,Germany,2012,8
CAF,Central African Republic,Outflows of foreign population by nationality,HUN,Hungary,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,ITA,Italy,2012,1
CAF,Central African Republic,Outflows of foreign population by nationality,JPN,Japan,2012,15
CAF,Central African Republic,Outflows of foreign population by nationality,KOR,Korea,2012,5
CAF,Central African Republic,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
CAF,Central African Republic,Outflows of foreign population by nationality,NOR,Norway,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,ESP,Spain,2012,6
CAF,Central African Republic,Outflows of foreign population by nationality,SWE,Sweden,2012,0
CAF,Central African Republic,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
